Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
attStrengthRank07LongDesc,progression,Attribute,,,,,,,,,"Pumping clubs and sledgehammers has given you some gains bro. Deal 260% head shot damage and have a 35% greater chance to dismember with shotguns, clubs, sledgehammers and tools governed by Miner 69'er.

各レベルで持病の症状が戦闘能力に与える影響が軽減される。",,,,,,,
attStrengthRank08LongDesc,progression,Attribute,,,,,,,,,"Your massive strength is legendary. Deal 270% head shot damage and have a 40% greater chance to dismember with shotguns, clubs, sledgehammers and tools governed by Miner 69'er.

各レベルで持病の症状が戦闘能力に与える影響が軽減される。",,,,,,,
attStrengthRank09LongDesc,progression,Attribute,,,,,,,,,"Size, strength and power are all champion level now. Deal 285% head shot damage and have a 45% greater chance to dismember with shotguns, clubs, sledgehammers and tools governed by Miner 69'er.

各レベルで持病の症状が戦闘能力に与える影響が軽減される。",,,,,,,
attStrengthRank10LongDesc,progression,Attribute,,,,,,,,,"You could be an Olympic champion if the apocalypse hadn't crushed that dream. Now you can just crush zombies. Deal 300% head shot damage and have a 50% greater chance to dismember with shotguns, clubs, sledgehammers and tools governed by Miner 69'er.

各レベルで持病の症状が戦闘能力に与える影響が軽減される。",,,,,,,
attAgilityRank01LongDesc,progression,Attribute,,,,,,,,,"You are as clumsy as they come but you still do 200% head shot damage and have a 5% chance to dismember with bows, handguns, and knives.

各レベルで持病の症状が機動性に与える影響が軽減される。",,,,,,,
attAgilityRank02LongDesc,progression,Attribute,,,,,,,,,"You didn't make the football team but that didn't stop you from practicing. Deal 210% head shot damage and have a 10% chance to dismember with bows, handguns and knives.

各レベルで持病の症状が機動性に与える影響が軽減される。",,,,,,,
attAgilityRank03LongDesc,progression,Attribute,,,,,,,,,"You are still loud and clunky but can deal 220% head shot damage and have a 15% chance to dismember with bows, handguns and knives.

各レベルで持病の症状が機動性に与える影響が軽減される。",,,,,,,
attAgilityRank04LongDesc,progression,Attribute,,,,,,,,,"Your dexterity is a bit inept, but you can deal 230% head shot damage and have a 20% chance to dismember with bows, handguns and knives.

各レベルで持病の症状が機動性に与える影響が軽減される。",,,,,,,
attAgilityRank05LongDesc,progression,Attribute,,,,,,,,,"You are now agile and deal 240% head shot damage and have a 25% chance to dismember with bows, handguns and knives.

各レベルで持病の症状が機動性に与える影響が軽減される。",,,,,,,
attAgilityRank06LongDesc,progression,Attribute,,,,,,,,,"Your movement is now very nimble and deal 250% head shot damage and have a 30% chance to dismember with bows, handguns and knives.

各レベルで持病の症状が機動性に与える影響が軽減される。",,,,,,,
attAgilityRank07LongDesc,progression,Attribute,,,,,,,,,"Your dexterity is very impressive. Deal 260% head shot damage and have a 35% chance to dismember with bows, handguns and knives.

各レベルで持病の症状が機動性に与える影響が軽減される。",,,,,,,
attAgilityRank08LongDesc,progression,Attribute,,,,,,,,,"Moving fluid and landing on your feet are second nature for you. Deal 270% head shot damage and have a 40% chance to dismember with bows, handguns and knives.

各レベルで持病の症状が機動性に与える影響が軽減される。",,,,,,,
attAgilityRank09LongDesc,progression,Attribute,,,,,,,,,"Your agility is good enough you could be a professional athlete. Deal 285% head shot damage and have a 45% chance to dismember with bows, handguns and knives.

各レベルで持病の症状が機動性に与える影響が軽減される。",,,,,,,
attAgilityRank10LongDesc,progression,Attribute,,,,,,,,,"Your dexterity is unmatched. Deal 300% head shot damage and have a 50% chance to dismember with bows, handguns and knives.

各レベルで持病の症状が機動性に与える影響が軽減される。",,,,,,,
perkPhysicianRank1LongDesc,progression,perk Int,,,,,,,,,"治療済みの重症デバフが15%早く治癒する。
回復系医療品の継続回復量が25%増加。
包帯、応急処置包帯、救急キット、添え木の使用で経験値+100%。
添え木とギプスが捻挫を即座に治す。

一部の持病を診断・治療できるようになり、傷の処置時に感染リスクが軽減される。",,,,,,,
perkPhysicianRank2LongDesc,progression,perk Int,,,,,,,,,"治療済みの重症デバフが25%早く治癒する。
回復系医療品の継続回復量が50%増加。
包帯、応急処置包帯、救急キット、添え木の使用で経験値+200%。化学ステーションでのクラフト速度+20%。

大半の持病を診断・治療できるようになり、傷の処置時の感染リスクが大幅に軽減される。",,,,,,,
perkPhysicianRank3LongDesc,progression,perk Int,,,,,,,,,"治療済みの重症デバフが50%早く治癒する。
回復系医療品の継続回復量が100%増加。
包帯、応急処置包帯、救急キット、添え木の使用で経験値+500%。
ギプスが骨折を即座に治す。

あらゆる持病を診断・治療でき、傷の処置時の感染リスクは無くなる。",,,,,,,
buffHangoverDesc,buffs,Buff,,,,,,,,,"Your head throbs with every heartbeat. Mouth dry, vision fuzzy, stomach unsettled. Light stabs your eyes, and even the thought of movement makes you nauseous. Your body is sluggish, your mind foggy. This is punishment... and it’s not over yet.\n\n症状： 吐き気, 脱水, 腕の柔軟性喪失, めまい, 認知機能の衰え, アルコール rejection(can't be suppressed).\n\n対症療法・治療： ベッドでの休息、鎮痛剤.",,,,,,,
buffHangoverTreatedDesc,buffs,Buff,,,,,,,,,"Your head throbs with every heartbeat. Mouth dry, vision fuzzy, stomach unsettled. Light stabs your eyes, and even the thought of movement makes you nauseous. Your body is sluggish, your mind foggy. This is punishment... and it’s not over yet.\n\n症状（一部抑制中）： 吐き気, 脱水, 腕の柔軟性喪失, めまい, 認知機能の衰え, アルコール rejection(can't be suppressed).\n\n対症療法・治療： ベッドでの休息、鎮痛剤.",,,,,,,
buffFrostbiteDesc,buffs,Buff,,,,,,,,,"Your blood runs sluggish, fingers stiff and unfeeling. The cold gnaws at your life itself. Only 保温 can drive it out.\n\n症状： 痛み, 精緻動作低下（抑制不可）, 死に向かう（最大HPが徐々に減少、抑制不可）.\n\n対症療法： 鎮痛剤.\n\n治療法： 保温.",,,,,,,
buffFrostbiteTreatedDesc,buffs,Buff,,,,,,,,,"Your blood runs sluggish, fingers stiff and unfeeling. The cold gnaws at your life itself. Only 保温 can drive it out.\n\n症状（一部抑制中）： 痛み, 精緻動作低下（抑制不可）, 死に向かう（最大HPが徐々に減少、抑制不可）.\n\n対症療法： 鎮痛剤.\n\n治療法： 保温.",,,,,,,
# === Cre_More Weapon Mods ===
creBoxOfMods,items,Item,,,,,,,,,modパーツ入りボックス T1,,,,,,,
creBoxOfModsDesc,items,Item,,,,,,,,,中にはランダムなT1 modパーツが入っている。,,,,,,,
creBoxOfAmmo,items,Item,,,,,,,,,弾薬入りボックス,,,,,,,
creBoxOfAmmoDesc,items,Item,,,,,,,,,中には複数種のカートリッジが入っている。,,,,,,,
modCreWeapDamageT1,items,Item,,,,,,,,,ダメージmod T1,,,,,,,
modCreWeapDurabT1,items,Item,,,,,,,,,耐久mod T1,,,,,,,
modCreGunRPMT1,items,Item,,,,,,,,,連射mod T1,,,,,,,
modCreGunReloadT1,items,Item,,,,,,,,,高速装填mod T1,,,,,,,
modCreGunMagazineT1,items,Item,,,,,,,,,大型マガジンmod T1,,,,,,,
modCreGunGripT1,items,Item,,,,,,,,,安定グリップmod T1,,,,,,,
modCreGunRangeT1,items,Item,,,,,,,,,バレル強化mod T1,,,,,,,
modCreGunShockT1,items,Item,,,,,,,,,電撃銃mod T1,,,,,,,
modCreGunBloodT1,items,Item,,,,,,,,,流血mod T1,,,,,,,
modCreBowStringT1,items,Item,,,,,,,,,弓弦mod T1,,,,,,,
modCreBowPowerT1,items,Item,,,,,,,,,弓威力mod T1,,,,,,,
modCreMeleeAPMT1,items,Item,,,,,,,,,快適グリップmod T1,,,,,,,
modCreMeleeStaminaT1,items,Item,,,,,,,,,ゴムグリップmod T1,,,,,,,
modCreMeleeBlockT1,items,Item,,,,,,,,,鋭利刃mod T1,,,,,,,
modCreMeleeFireT1,items,Item,,,,,,,,,炎mod T1,,,,,,,
modCreMeleeShockT1,items,Item,,,,,,,,,電撃mod T1,,,,,,,
modCreMeleeBreakT1,items,Item,,,,,,,,,装甲破壊mod T1,,,,,,,
modCreWeapDamageT2,items,Item,,,,,,,,,ダメージmod T2,,,,,,,
modCreWeapDurabT2,items,Item,,,,,,,,,耐久mod T2,,,,,,,
modCreGunRPMT2,items,Item,,,,,,,,,連射mod T2,,,,,,,
modCreGunReloadT2,items,Item,,,,,,,,,高速装填mod T2,,,,,,,
modCreGunMagazineT2,items,Item,,,,,,,,,大型マガジンmod T2,,,,,,,
modCreGunGripT2,items,Item,,,,,,,,,安定グリップmod T2,,,,,,,
modCreGunRangeT2,items,Item,,,,,,,,,バレル強化mod T2,,,,,,,
modCreGunShockT2,items,Item,,,,,,,,,電撃銃mod T2,,,,,,,
modCreGunBloodT2,items,Item,,,,,,,,,流血mod T2,,,,,,,
modCreBowStringT2,items,Item,,,,,,,,,弓弦mod T2,,,,,,,
modCreBowPowerT2,items,Item,,,,,,,,,弓威力mod T2,,,,,,,
modCreMeleeAPMT2,items,Item,,,,,,,,,快適グリップmod T2,,,,,,,
modCreMeleeStaminaT2,items,Item,,,,,,,,,ゴムグリップmod T2,,,,,,,
modCreMeleeBlockT2,items,Item,,,,,,,,,鋭利刃mod T2,,,,,,,
modCreMeleeFireT2,items,Item,,,,,,,,,炎mod T2,,,,,,,
modCreMeleeShockT2,items,Item,,,,,,,,,電撃mod T2,,,,,,,
modCreMeleeBreakT2,items,Item,,,,,,,,,装甲破壊mod T2,,,,,,,
modCreWeapDamageT3,items,Item,,,,,,,,,ダメージmod T3,,,,,,,
modCreWeapDurabT3,items,Item,,,,,,,,,耐久mod T3,,,,,,,
modCreGunRPMT3,items,Item,,,,,,,,,連射mod T3,,,,,,,
modCreGunReloadT3,items,Item,,,,,,,,,高速装填mod T3,,,,,,,
modCreGunMagazineT3,items,Item,,,,,,,,,大型マガジンmod T3,,,,,,,
modCreGunGripT3,items,Item,,,,,,,,,安定グリップmod T3,,,,,,,
modCreGunRangeT3,items,Item,,,,,,,,,バレル強化mod T3,,,,,,,
modCreGunShockT3,items,Item,,,,,,,,,電撃銃mod T3,,,,,,,
modCreGunBloodT3,items,Item,,,,,,,,,流血mod T3,,,,,,,
modCreBowStringT3,items,Item,,,,,,,,,弓弦mod T3,,,,,,,
modCreBowPowerT3,items,Item,,,,,,,,,弓威力mod T3,,,,,,,
modCreMeleeAPMT3,items,Item,,,,,,,,,快適グリップmod T3,,,,,,,
modCreMeleeStaminaT3,items,Item,,,,,,,,,ゴムグリップmod T3,,,,,,,
modCreMeleeBlockT3,items,Item,,,,,,,,,鋭利刃mod T3,,,,,,,
modCreMeleeFireT3,items,Item,,,,,,,,,炎mod T3,,,,,,,
modCreMeleeShockT3,items,Item,,,,,,,,,電撃mod T3,,,,,,,
modCreMeleeBreakT3,items,Item,,,,,,,,,装甲破壊mod T3,,,,,,,
modCreGunSniperT1,items,Item,,,,,,,,,スナイパーmod T1,,,,,,,
modCreGunOneBT1,items,Item,,,,,,,,,一撃mod T1,,,,,,,
modCreMeleeRangeT1,items,Item,,,,,,,,,スチールハンドルmod T1,,,,,,,
modCreGunSniperT2,items,Item,,,,,,,,,スナイパーmod T2,,,,,,,
modCreGunOneBT2,items,Item,,,,,,,,,一撃mod T2,,,,,,,
modCreMeleeRangeT2,items,Item,,,,,,,,,スチールハンドルmod T2,,,,,,,
modCreGunSniperT3,items,Item,,,,,,,,,スナイパーmod T3,,,,,,,
modCreGunOneBT3,items,Item,,,,,,,,,一撃mod T3,,,,,,,
modCreMeleeRangeT3,items,Item,,,,,,,,,スチールハンドルmod T3,,,,,,,
modCreGunSniperT1Desc,items,Item,,,,,,,,,ダメージ +10% 射程 +20% エイム精度 +30%,,,,,,,
modCreGunOneBT1Desc,items,Item,,,,,,,,,ダメージ +55% 連射速度 -70%,,,,,,,
modCreMeleeRangeT1Desc,items,Item,,,,,,,,,射程 +30%,,,,,,,
modCreGunSniperT2Desc,items,Item,,,,,,,,,ダメージ +20% 射程 +40% エイム精度 +50%,,,,,,,
modCreGunOneBT2Desc,items,Item,,,,,,,,,ダメージ +90% 連射速度 -70%,,,,,,,
modCreMeleeRangeT2Desc,items,Item,,,,,,,,,射程 +55%,,,,,,,
modCreGunSniperT3Desc,items,Item,,,,,,,,,ダメージ +30% 射程 +75% エイム精度 +75%,,,,,,,
modCreGunOneBT3Desc,items,Item,,,,,,,,,ダメージ +150% 連射速度 -70%,,,,,,,
modCreMeleeRangeT3Desc,items,Item,,,,,,,,,射程 +90%,,,,,,,
modCreWeapDamageT1Desc,items,Item,,,,,,,,,ダメージ +10%,,,,,,,
modCreWeapDurabT1Desc,items,Item,,,,,,,,,耐久消耗 -15%,,,,,,,
modCreGunRPMT1Desc,items,Item,,,,,,,,,連射速度 +10%,,,,,,,
modCreGunReloadT1Desc,items,Item,,,,,,,,,装填速度 +15%,,,,,,,
modCreGunMagazineT1Desc,items,Item,,,,,,,,,マガジン容量 +35%,,,,,,,
modCreGunGripT1Desc,items,Item,,,,,,,,,命中率 +15%,,,,,,,
modCreGunRangeT1Desc,items,Item,,,,,,,,,射程 +10% 取り回し +15%,,,,,,,
modCreGunShockT1Desc,items,Item,,,,,,,,,電撃付与確率 3%/7%/15%,,,,,,,
modCreGunBloodT1Desc,items,Item,,,,,,,,,出血付与確率 6%/10%/25%,,,,,,,
modCreBowStringT1Desc,items,Item,,,,,,,,,飛翔速度 +10%,,,,,,,
modCreBowPowerT1Desc,items,Item,,,,,,,,,ダメージと射程 +10%,,,,,,,
modCreMeleeAPMT1Desc,items,Item,,,,,,,,,攻撃速度 +20%,,,,,,,
modCreMeleeStaminaT1Desc,items,Item,,,,,,,,,スタミナ消費 -10%,,,,,,,
modCreMeleeBlockT1Desc,items,Item,,,,,,,,,ブロック対象へのダメージ +15%,,,,,,,
modCreMeleeFireT1Desc,items,Item,,,,,,,,,炎上付与確率 20%/35%,,,,,,,
modCreMeleeShockT1Desc,items,Item,,,,,,,,,電撃付与確率 15%/25%,,,,,,,
modCreMeleeBreakT1Desc,items,Item,,,,,,,,,装甲低下・吹き飛ばし確率 7%/20%,,,,,,,
modCreWeapDamageT2Desc,items,Item,,,,,,,,,ダメージ +20%,,,,,,,
modCreWeapDurabT2Desc,items,Item,,,,,,,,,耐久消耗 -25%,,,,,,,
modCreGunRPMT2Desc,items,Item,,,,,,,,,連射速度 +25%,,,,,,,
modCreGunReloadT2Desc,items,Item,,,,,,,,,装填速度 +35%,,,,,,,
modCreGunMagazineT2Desc,items,Item,,,,,,,,,マガジン容量 +75%,,,,,,,
modCreGunGripT2Desc,items,Item,,,,,,,,,命中率 +30%,,,,,,,
modCreGunRangeT2Desc,items,Item,,,,,,,,,射程 +25% 取り回し +25%,,,,,,,
modCreGunShockT2Desc,items,Item,,,,,,,,,電撃付与確率 7%/10%/25%,,,,,,,
modCreGunBloodT2Desc,items,Item,,,,,,,,,出血付与確率 10%/19%/35%,,,,,,,
modCreBowStringT2Desc,items,Item,,,,,,,,,飛翔速度 +25%,,,,,,,
modCreBowPowerT2Desc,items,Item,,,,,,,,,ダメージと射程 +20%,,,,,,,
modCreMeleeAPMT2Desc,items,Item,,,,,,,,,攻撃速度 +35%,,,,,,,
modCreMeleeStaminaT2Desc,items,Item,,,,,,,,,スタミナ消費 -20%,,,,,,,
modCreMeleeBlockT2Desc,items,Item,,,,,,,,,ブロック対象へのダメージ +25%,,,,,,,
modCreMeleeFireT2Desc,items,Item,,,,,,,,,炎上付与確率 33%/63%,,,,,,,
modCreMeleeShockT2Desc,items,Item,,,,,,,,,電撃付与確率 25%/40%,,,,,,,
modCreMeleeBreakT2Desc,items,Item,,,,,,,,,装甲低下・吹き飛ばし確率 13%/30%,,,,,,,
modCreWeapDamageT3Desc,items,Item,,,,,,,,,ダメージ +35%,,,,,,,
modCreWeapDurabT3Desc,items,Item,,,,,,,,,耐久消耗 -40%,,,,,,,
modCreGunRPMT3Desc,items,Item,,,,,,,,,連射速度 +50%,,,,,,,
modCreGunReloadT3Desc,items,Item,,,,,,,,,装填速度 +60%,,,,,,,
modCreGunMagazineT3Desc,items,Item,,,,,,,,,マガジン容量 +125%,,,,,,,
modCreGunGripT3Desc,items,Item,,,,,,,,,命中率 +70%,,,,,,,
modCreGunRangeT3Desc,items,Item,,,,,,,,,射程 +50% 取り回し +40%,,,,,,,
modCreGunShockT3Desc,items,Item,,,,,,,,,電撃付与確率 10%/15%/35%,,,,,,,
modCreGunBloodT3Desc,items,Item,,,,,,,,,出血付与確率 20%/33%/55%,,,,,,,
modCreBowStringT3Desc,items,Item,,,,,,,,,飛翔速度 +50%,,,,,,,
modCreBowPowerT3Desc,items,Item,,,,,,,,,ダメージと射程 +30%,,,,,,,
modCreMeleeAPMT3Desc,items,Item,,,,,,,,,攻撃速度 +55%,,,,,,,
modCreMeleeStaminaT3Desc,items,Item,,,,,,,,,スタミナ消費 -35%,,,,,,,
modCreMeleeBlockT3Desc,items,Item,,,,,,,,,ブロック対象へのダメージ +40%,,,,,,,
modCreMeleeFireT3Desc,items,Item,,,,,,,,,炎上付与確率 55%/91%,,,,,,,
modCreMeleeShockT3Desc,items,Item,,,,,,,,,電撃付与確率 33%/57%,,,,,,,
modCreMeleeBreakT3Desc,items,Item,,,,,,,,,装甲低下・吹き飛ばし確率 20%/42%,,,,,,,

# === Cre_More Armor Mods ===
cre_BoxOfArmorMods,items,Item,,,,,,,,,アーマーmod入りボックス T1,,,,,,,
cre_BoxOfArmorModsDesc,items,Item,,,,,,,,,中にはランダムなT1アーマーmodパーツが入っている。,,,,,,,
cre_modArmorBandolierT1,items,Item,,,,,,,,,バンダリアmod T1,,,,,,,
cre_modArmorFittingsT1,items,Item,,,,,,,,,フィッティングmod T1,,,,,,,
cre_modArmorPlatingT1,items,Item,,,,,,,,,プレートmod T1,,,,,,,
cre_modArmorGlovesStaminaT1,items,Item,,,,,,,,,人間工学グローブmod T1,,,,,,,
cre_modArmorGlovesSpeedT1,items,Item,,,,,,,,,アサルトグローブmod T1,,,,,,,
cre_modArmorBootsSpeedT1,items,Item,,,,,,,,,緩衝ソールmod T1,,,,,,,
cre_modArmorBootsStorageT1,items,Item,,,,,,,,,強化ソールmod T1,,,,,,,
cre_modArmorHealthT1,items,Item,,,,,,,,,体力mod T1,,,,,,,
cre_modArmorStaminaT1,items,Item,,,,,,,,,スタミナmod T1,,,,,,,
cre_modArmorResistT1,items,Item,,,,,,,,,ライニングmod T1,,,,,,,
cre_modArmorReflectionShockT1,items,Item,,,,,,,,,電撃反射mod T1,,,,,,,
cre_modArmorReflectionPunchT1,items,Item,,,,,,,,,衝撃反射mod T1,,,,,,,
cre_modArmorReflectionFireT1,items,Item,,,,,,,,,炎反射mod T1,,,,,,,
cre_modArmorAddLootT1,items,Item,,,,,,,,,略奪者のモノクルmod T1,,,,,,,
cre_modArmorBleedAnimalT1,items,Item,,,,,,,,,急所狙いmod T1,,,,,,,
cre_modArmorBandolierT2,items,Item,,,,,,,,,バンダリアmod T2,,,,,,,
cre_modArmorFittingsT2,items,Item,,,,,,,,,フィッティングmod T2,,,,,,,
cre_modArmorPlatingT2,items,Item,,,,,,,,,プレートmod T2,,,,,,,
cre_modArmorGlovesStaminaT2,items,Item,,,,,,,,,人間工学グローブmod T2,,,,,,,
cre_modArmorGlovesSpeedT2,items,Item,,,,,,,,,アサルトグローブmod T2,,,,,,,
cre_modArmorBootsSpeedT2,items,Item,,,,,,,,,緩衝ソールmod T2,,,,,,,
cre_modArmorBootsStorageT2,items,Item,,,,,,,,,強化ソールmod T2,,,,,,,
cre_modArmorHealthT2,items,Item,,,,,,,,,体力mod T2,,,,,,,
cre_modArmorStaminaT2,items,Item,,,,,,,,,スタミナmod T2,,,,,,,
cre_modArmorResistT2,items,Item,,,,,,,,,ライニングmod T2,,,,,,,
cre_modArmorReflectionShockT2,items,Item,,,,,,,,,電撃反射mod T2,,,,,,,
cre_modArmorReflectionPunchT2,items,Item,,,,,,,,,衝撃反射mod T2,,,,,,,
cre_modArmorReflectionFireT2,items,Item,,,,,,,,,炎反射mod T2,,,,,,,
cre_modArmorAddLootT2,items,Item,,,,,,,,,略奪者のモノクルmod T2,,,,,,,
cre_modArmorBleedAnimalT2,items,Item,,,,,,,,,急所狙いmod T2,,,,,,,
cre_modArmorBandolierT3,items,Item,,,,,,,,,バンダリアmod T3,,,,,,,
cre_modArmorFittingsT3,items,Item,,,,,,,,,フィッティングmod T3,,,,,,,
cre_modArmorPlatingT3,items,Item,,,,,,,,,プレートmod T3,,,,,,,
cre_modArmorGlovesStaminaT3,items,Item,,,,,,,,,人間工学グローブmod T3,,,,,,,
cre_modArmorGlovesSpeedT3,items,Item,,,,,,,,,アサルトグローブmod T3,,,,,,,
cre_modArmorBootsSpeedT3,items,Item,,,,,,,,,緩衝ソールmod T3,,,,,,,
cre_modArmorBootsStorageT3,items,Item,,,,,,,,,強化ソールmod T3,,,,,,,
cre_modArmorHealthT3,items,Item,,,,,,,,,体力mod T3,,,,,,,
cre_modArmorStaminaT3,items,Item,,,,,,,,,スタミナmod T3,,,,,,,
cre_modArmorResistT3,items,Item,,,,,,,,,ライニングmod T3,,,,,,,
cre_modArmorReflectionShockT3,items,Item,,,,,,,,,電撃反射mod T3,,,,,,,
cre_modArmorReflectionPunchT3,items,Item,,,,,,,,,衝撃反射mod T3,,,,,,,
cre_modArmorReflectionFireT3,items,Item,,,,,,,,,炎反射mod T3,,,,,,,
cre_modArmorAddLootT3,items,Item,,,,,,,,,略奪者のモノクルmod T3,,,,,,,
cre_modArmorBleedAnimalT3,items,Item,,,,,,,,,急所狙いmod T3,,,,,,,
cre_modArmorSniperT1,items,Item,,,,,,,,,スナイパーモノクルmod T1,,,,,,,
cre_modArmorSniperT2,items,Item,,,,,,,,,スナイパーモノクルmod T2,,,,,,,
cre_modArmorSniperT3,items,Item,,,,,,,,,スナイパーモノクルmod T3,,,,,,,
cre_modArmorBandolierT1Desc,items,Item,,,,,,,,,リロード速度 +9%,,,,,,,
cre_modArmorFittingsT1Desc,items,Item,,,,,,,,,機動性 +1.5%,,,,,,,
cre_modArmorPlatingT1Desc,items,Item,,,,,,,,,装甲値 +0.9,,,,,,,
cre_modArmorGlovesStaminaT1Desc,items,Item,,,,,,,,,スタミナ消費 -7%,,,,,,,
cre_modArmorGlovesSpeedT1Desc,items,Item,,,,,,,,,攻撃速度 +15% リロード速度 +5%,,,,,,,
cre_modArmorBootsSpeedT1Desc,items,Item,,,,,,,,,移動速度 +5%,,,,,,,
cre_modArmorBootsStorageT1Desc,items,Item,,,,,,,,,所持容量 +3,,,,,,,
cre_modArmorHealthT1Desc,items,Item,,,,,,,,,体力 +5,,,,,,,
cre_modArmorStaminaT1Desc,items,Item,,,,,,,,,スタミナ +5,,,,,,,
cre_modArmorResistT1Desc,items,Item,,,,,,,,,クリティカル耐性 +5%,,,,,,,
cre_modArmorReflectionShockT1Desc,items,Item,,,,,,,,,電撃発動 (4 sec),,,,,,,
cre_modArmorReflectionPunchT1Desc,items,Item,,,,,,,,,吹き飛ばし発動 (3 sec),,,,,,,
cre_modArmorReflectionFireT1Desc,items,Item,,,,,,,,,発火発動 (11 sec),,,,,,,
cre_modArmorAddLootT1Desc,items,Item,,,,,,,,,キル時にデュークと食料の獲得確率 1%,,,,,,,
cre_modArmorBleedAnimalT1Desc,items,Item,,,,,,,,,動物に出血付与・命中時 +3 追加で肉獲得,,,,,,,
cre_modArmorBandolierT2Desc,items,Item,,,,,,,,,リロード速度 +19%,,,,,,,
cre_modArmorFittingsT2Desc,items,Item,,,,,,,,,機動性 +2.7%,,,,,,,
cre_modArmorPlatingT2Desc,items,Item,,,,,,,,,装甲値 +1.75,,,,,,,
cre_modArmorGlovesStaminaT2Desc,items,Item,,,,,,,,,スタミナ消費 -15%,,,,,,,
cre_modArmorGlovesSpeedT2Desc,items,Item,,,,,,,,,攻撃速度 +25% リロード速度 +11%,,,,,,,
cre_modArmorBootsSpeedT2Desc,items,Item,,,,,,,,,移動速度 +10%,,,,,,,
cre_modArmorBootsStorageT2Desc,items,Item,,,,,,,,,所持容量 +6,,,,,,,
cre_modArmorHealthT2Desc,items,Item,,,,,,,,,体力 +10,,,,,,,
cre_modArmorStaminaT2Desc,items,Item,,,,,,,,,スタミナ +10,,,,,,,
cre_modArmorResistT2Desc,items,Item,,,,,,,,,クリティカル耐性 +10%,,,,,,,
cre_modArmorReflectionShockT2Desc,items,Item,,,,,,,,,範囲・電撃発動 (7 sec),,,,,,,
cre_modArmorReflectionPunchT2Desc,items,Item,,,,,,,,,範囲・吹き飛ばし発動 (5 sec),,,,,,,
cre_modArmorReflectionFireT2Desc,items,Item,,,,,,,,,範囲・発火発動 (15 sec),,,,,,,
cre_modArmorAddLootT2Desc,items,Item,,,,,,,,,キル時にデュークと食料の獲得確率 2%,,,,,,,
cre_modArmorBleedAnimalT2Desc,items,Item,,,,,,,,,動物に出血付与・命中時 +5 追加で肉獲得,,,,,,,
cre_modArmorBandolierT3Desc,items,Item,,,,,,,,,リロード速度 +33%,,,,,,,
cre_modArmorFittingsT3Desc,items,Item,,,,,,,,,機動性 +4.5%,,,,,,,
cre_modArmorPlatingT3Desc,items,Item,,,,,,,,,装甲値 +3.5,,,,,,,
cre_modArmorGlovesStaminaT3Desc,items,Item,,,,,,,,,スタミナ消費 -25%,,,,,,,
cre_modArmorGlovesSpeedT3Desc,items,Item,,,,,,,,,攻撃速度 +37% リロード速度 +17%,,,,,,,
cre_modArmorBootsSpeedT3Desc,items,Item,,,,,,,,,移動速度 +15%,,,,,,,
cre_modArmorBootsStorageT3Desc,items,Item,,,,,,,,,所持容量 +9,,,,,,,
cre_modArmorHealthT3Desc,items,Item,,,,,,,,,体力 +20,,,,,,,
cre_modArmorStaminaT3Desc,items,Item,,,,,,,,,スタミナ +20,,,,,,,
cre_modArmorResistT3Desc,items,Item,,,,,,,,,クリティカル耐性 +20%,,,,,,,
cre_modArmorReflectionShockT3Desc,items,Item,,,,,,,,,広範囲・電撃発動(7 sec),,,,,,,
cre_modArmorReflectionPunchT3Desc,items,Item,,,,,,,,,広範囲・吹き飛ばし発動(5 sec),,,,,,,
cre_modArmorReflectionFireT3Desc,items,Item,,,,,,,,,広範囲・発火発動(15 sec),,,,,,,
cre_modArmorAddLootT3Desc,items,Item,,,,,,,,,キル時にデュークと食料の獲得確率 3%,,,,,,,
cre_modArmorBleedAnimalT3Desc,items,Item,,,,,,,,,動物に出血付与・命中時 +7 追加で肉獲得,,,,,,,
cre_modArmorSniperT1Desc,items,Item,,,,,,,,,装甲貫通 +10% ヘッドダメージ +30% 貫通数 +1,,,,,,,
cre_modArmorSniperT2Desc,items,Item,,,,,,,,,装甲貫通 +20% ヘッドダメージ +45% 貫通数 +1,,,,,,,
cre_modArmorSniperT3Desc,items,Item,,,,,,,,,装甲貫通 +35% ヘッドダメージ +70% 貫通数 +1,,,,,,,

# === Knight Combat Armors ===
buffSharpshooterSetBonusName,buffs,Buff,,,,,,,,,シャープシューター セットボーナス,,,,,,,
buffSharpshooterSetBonusDesc,buffs,Buff,,,,,,,,,"鋭い眼差しから逃れる者はいない。

周囲の敵を{cvar(.SharpshooterSlow:0)}%減速させる。被爆発ダメージを{cvar(.SharpshooterSlow:0)}%軽減。",,,,,,,
buffSharpshooterSetBonusTooltip,buffs,Buff,,,,,,,,,シャープシューター セットボーナス発動中,,,,,,,
buffJuggernautSetBonusName,buffs,Buff,,,,,,,,,ジャガーノート セットボーナス,,,,,,,
buffJuggernautSetBonusDesc,buffs,Buff,,,,,,,,,"貴方の頑強さに並ぶ者はいない。

体力減少を{cvar(.JuggernautHealthLoss:0)}%軽減。ティア6でスタンと脳震盪を完全無効化。",,,,,,,
buffJuggernautSetBonusTooltip,buffs,Buff,,,,,,,,,ジャガーノート セットボーナス発動中,,,,,,,
buffBerserkerSetBonusName,buffs,Buff,,,,,,,,,バーサーカー セットボーナス,,,,,,,
